code	name	address
B 868	320 Wakara Way (Myriad Genetics)	320 Wakara Way, Salt Lake City, UT 84108
B 8681	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT 84108
B 8682	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT 84108
B 8683	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT 84108
B 8684	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT 84108
B 8685	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT 84108
B 8686	Reserved Space Planning and Mgt Data Development	Salt Lake City, UT
B 869	303 Chipeta	303 S Chipeta Way, Salt Lake City, UT 84108
B 880	Reserved for new ARUP building	540 South Chipeta, Salt Lake City, UT 84108
B 889	579 Chipeta Way (Watson Labs)	579 Chipeta Way, Salt Lake City, UT 84108
B 900	Reserved	Salt Lake City, UT
B 9000	Incheon Global Campus Academic Building A	
B 9001	Incheon Global Campus Academic Building B	
B 9002	Incheon Global Campus Academic Building C	
B 9150	University Health Department of Pediatrics Rwanda	Plot N 2 04 09 01 694 Taba Huye, Rwanda
B 9155	Longuo A	Plot No 36 Block B
B 917	Speech Language Hearing Clinic	28 South 100 East, Price, UT 84501
B 919	Olympus Clinic	3981 S Wasatch Blvd, Salt Lake City, UT 84124
B 9920	South Davis Community Hospital	401 South 400 East, Bountiful, UT 84010
B 9950	Structures that are not buildings	
B 9951	Open Space	Salt Lake City, UT
B 9960	Property not in a U building	
B 9970	Shell number for temporary or mobile structures	
B 9971	Temporary Tent at Intermountain Park City Mountain Medical Clinic	1493 Lowell Avenue, Park City, UT 84060
B 9990	Historic Pioneer LimeKiln	40.783071, -111.840462, Salt Lake City, UT 84103
B301	Bldg 301	1735 E S Campus Dr, Salt Lake City, UT 84112
B3633	Muddy Paws Townhouse	55 West Center St, Monticello, UT 84535
B493	Salt Lake City Public Health Center	610 South 200 East, Salt Lake City, UT 84111
B9158	Akright Estate	Plot 217 Kampala-entebbe Road, Bwebajja Dundu
BALLIF	Ballif Hall (Demolished 2006)	1725 E Ballif Rd, Salt Lake City, UT 84112
BCFAC	Brigham City Fine Art Center	58 S 100 W, Bringham City, UT 84302
BD 123	Building 123	259 S 1400 E, Salt Lake City, UT 84112
BD 124	Building 124	1450 Presidents Cir, Salt Lake City, UT 84112
BD 214	Storage Building 214	702 Guardsman Way, Salt Lake City, UT 84108
BD 242	Storage Bldg 242 (now Bldg #214)	702 Guardsman Way, Salt Lake City, UT 84108
BD 243	Football Storage	Guardsman Way, Salt Lake City, UT 84108
BD 250	Pediatrics Clinic	77 S 700 E, Salt Lake City, UT 84102
BD 251	Wendover Clinic	925 Wells Ave, West Wendover, NV 89883
BD 252	Birthcare Clinic	2180 E 4500 S, Salt Lake City, UT 84112
BD 253	St. George Clinic	382 S Bluff S, St George, UT 84770
BD 254	Northeast Family Practice Clinic	70 S 900 E, Salt Lake City, UT 84102
BD 255	1138 Wilmington Ave	1138 Wilmington Ave, Salt Lake City, UT 84106
BD 256	Park City Health Center	1665 Bonanze, Park City, UT 84060
BD 257	Summit Health Center	1750 W Sun Peak Dr, Park City, UT 84098
BD 258	New Car Dealers of Utah Building	6095 Fashion Blvd, Murray, UT 84107
BD 259	Cardiology Clinic (St. George)	595 S Bluff St, St George, UT 84770
BD 260	Park City Ski Clinic	1493 Lowell Ave, Park City, UT 84060
BD 263	Moran Vision Center	6360 S 3000 E, Salt Lake City, UT 84124
BD 264	UUHN - Holladay Center  (now Bldg # 914)	1151 E 3900 S, Salt Lake City, UT 84124-1216
BD 265	UUHN - Davis Center (now Bldg #915)	1492 W Antelope Suite 150, Layton, UT 84041
BD 266	Hospital Home Care	2970 S Main, Salt Lake City, UT 84115
BD 267	Andrology Clinic	1121 E 3900 S Suite C130, Salt Lake City, UT 84124-1286
BD 268	Dermatology Clinic	324 10th Ave Suite 224, Salt Lake City, UT 84103-2865
BD 269	College of Nursing - Midwifery	2107 W 3500 S, West Valley City, UT 84119-3441
BD 270	Heber City Eye Clinic	1485 S Hwy 40, Heber City, UT 84032-3522
BD 271	Canyons Ski Clinic	2000 The Canyons Dr, Park City, UT 84098
BD 272	DFPM Indian Health Proj-WindowRoc	Window Rock Shop Ctr, Window Rock, AZ
BD 273	DFPM Indian Health Proj-Shiprock	Avani Neeze Ctr, Shiprock, NM
BD 274	So Jordan Family Practice Clinic	1091 W S Jordon Pkwy, Salt Lake City, UT
BD 304	Grounds Storage Building	1741 E S Campus Dr, Salt Lake City, UT 84112
BD 307	Fac Maint Storage Bldg (demo 5/02)	1890 Research Rd, Salt Lake City, UT 84112
BD 3106	HMHI Murray	4883 Box Elder St, Murray, UT 84107
BD 316	Storage Building 316 (demo 5/02)	415 S 1820 E, Salt Lake City, UT 84112
BD 318	Warehouse Building #318 (demo 5/02)	419 S 1820 E, Salt Lake City, UT 84112
BD 330	Storage Building 330 (demo 5/02)	440 S 1820 E, Salt Lake City, UT 84112
BD 351	Dept of Energy Admin Offices	On Site Of Current Eccles Genetics Bldg, 84112
BD 352	[DOE]	On Site Of Current Eccles Genetics Bldg, 84112
BD 353	[DOE kennel #6]	On Site Of Current Eccles Genetics Bldg, 84112
BD 354	[DOE kennel #5]	On Site Of Current Eccles Genetics Bldg, 84112
BD 355	[DOR kennel #4]	On Site Of Current Eccles Genetics Bldg, 84112
BD 3559	Bonderman Field Station at Rio Mesa - Small Barn	Utah Bottom On Dolores River 44 Mile E Of Moab, Moab, UT 84532
BD 356	[DOE kennel #3]	On Site Of Current Eccles Genetics Bldg, 84112
BD 3560	Bonderman Field Station at Rio Mesa - Pump House	Utah Bottom On Dolores River, 44 Miles E Of Moab, Moab, UT 84532
BD 3561	Bonderman Field Station at Rio Mesa - Large Barn	Utah Bottom On Dolores River, Moab, UT 84532
BD 3562	Bonderman Field Station at Rio Mesa - Enclosed Gazebo	Utah Bottom On Dolores River 44 Mi E Of Moab, Moab, UT 84532
BD 3563	Bonderman Field Station at Rio Mesa - El Shack	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3564	Bonderman Field Station at Rio Mesa - Deck House	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3565	Bonderman Field Station at Rio Mesa - Dalton House	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3566	Bonderman Field Station at Rio Mesa - Tack Shed	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3567	Bonderman Field Station at Rio Mesa - Tank Shack	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3568	Bonderman Field Station at Rio Mesa - Susan's Shed	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 3569	Bonderman Field Station at Rio Mesa - Susan's House	Utah Bottom On Dolores River 44 Mi East Of Moab, Moab, UT 84532
BD 357	[DOE kennel #2]	On Site Of Current Eccles Genetics Bldg, 84112
BD 3570	Desert Valley Dialysis Ctr	350 Falcon Ridge Parkway, Bldg 700, Ste 104, Mesquite, NV 89027
BD 3571	Hurricane Dialysis Ctr	2500 W. State Street, Unit 100, Hurricane, UT 84737
BD 3572	Pleasant View Dialysis	2715 N Hwy 89, Bldg 4, Pleasant View, UT 84414
BD 3573	Wasatch Kidney Specialists	1250 E. 3900 S. Ste 410, Salt Lake City, UT 84124
BD 3574	875 S West Temple	70 West 900 South, Salt Lake City, UT 84101-2954
BD 358	[DOE kennel #1]	On Site Of Current Eccles Genetics Bldg, 84112
BD 359	Dept of Energy	On Site Of Current Eccles Genetics Bldg, 84112
BD 3627	Red Zone Plaza at Jordan Landing	7128 South Plaza Center Dr, West Jordan, UT 84084
BD 379	Health Sciences Bldg 379	27 So. Mario Capecchi Drive, Salt Lake City, UT 84132
BD 3879	3363 South 1000 West	3363 South 1000 West, South Salt Lake, UT
BD 402	Gross Anatomy Lab (demolished 1989)	On Current Site Of Bldg 465 (eej), Salt Lake City, UT 84112
BD 407	Facilities Maintenance Storage (demolished 1989)	On Current Site Of Lds Institute On W. Side Of Church Triangle, Salt Lake City, UT 84112
BD 413	Middle East Center (demolished 1999)	Central Campus Drive On Current Site Of Pkg Lot 11, Salt Lake City, UT 84112
BD 416	Storage Bldg 416 (demolished 2000)	In Church Triangle S. Of Huntsman Spec Events Ctr, Salt Lake City, UT 84112
BD 418	Storage Bldg 416 (demolished 2000)	In Church Triangle S. Of Huntsman Spec Events Ctr, Salt Lake City, UT 84112
BD 419	Surgery (demolished 2000)	West Of Bldg 702 S. Medical Student Apartment Tower, Salt Lake City, UT 84112
BD 423	Storage Building 423 (demo 5/02)	1894 Research Rd, Salt Lake City, UT 84112
BD 428	Building 428 (demolished 1989	S. Of Bldg 589 Eccles Health Sci Library, Salt Lake City, UT 84112
BD 430	Storage Building 430 (demolished)	440 S 1820 E, Salt Lake City, UT 84112
BD 439	Department of Chemical Engineering	537 West 600 South, Salt Lake City, UT 84101
BD 440	Institute for Clean and Secure Energy Shop	870 S 500 W, Salt Lake City, UT 84101
BD 441	Chemical Eng ICGRF Offices	880 S 500 W, Salt Lake City, UT 84101
BD 442	Hospital Records (Utah Bank Bldg)	134 S 400 E, Salt Lake City, UT 84111
BD 443	Chemical Eng ICGRF Lab	566 W 900 S, Salt Lake City, UT 84119
BD 444	EGI Sample Storage	865 S 600 W, Salt Lake City, UT 84101
BD 445	Warehouse Storage Building	830 S 500 W, Salt Lake City, UT 84101
BD 446	University Neighborhood Partners #1	1060 S 900 W, Salt Lake City, UT 84104
BD 447	Physics Shop Building	523 W, 800 S, Salt Lake City, UT 84101
BD 448	Davis Dialysis Center (Lakeside)	532 S 500 W, Bountiful, UT 84010-7208
BD 471	Farmington Bay Dialysis	942 S Main, Layton, UT
BD 472	Yellowstone Dialysis	1180 Summers Drive, Rexbury, ID
BD 473	Iron Mission Dialysis Center	1277 Northfield Rd., Cedar City, UT 84721
BD 474	Bonneville Dialysis Center	5575 S 500 E, Ogden, UT 84405-6907
BD 475	Castleview Dialysis Center	230 N Hospital Dr, Suite 1, Price, UT 84501-4234
BD 476	Dixie Dialysis Center	720 S River Rd Suite D1100, St George, UT 84790-5507
BD 477	Idaho Falls Dialysis Center	2225 Teton Plaza, Idaho Falls, ID 83404-6486
BD 478	South Valley Dialysis Center	8750 S Sandy Pkwy, Sandy, UT 84070-6405
BD 479	Provo Nephrology	1675 N Freedom Blvd, Suite 15, Provo, UT 84604-2540
BD 481	American Fork Dialysis Center	129 North, 1220 East State Street, American Fork, UT 84003
BD 490	St. Mark's Hospital Clinics	1250 E 3900 S, Salt Lake City, UT 84120
BD 505	Building #505 (demolished)	9 N Medical Dr E, Salt Lake City, UT 84112
BD 508	Building #508 (demolished)	45 E 2000 E, Salt Lake City, UT 84112
BD 513	Storage Bldg 513 (demolished)	29 S 2000 E, Salt Lake City, UT 84112
BD 515	Storage Building 515	101 S 2000 E, Salt Lake City, UT 84112
BD 516	Radiological Health Storage Bdg 516	97 S 2000 E, Salt Lake City, UT 84112
BD 518	Dental Education (demolished 1992)	On Current Site Of Bldg #570 (biopolymers Res), Salt Lake City, UT 84112
BD 571	Proffessional Training Bldg Project (never built)	On Site Of Bldg 575 (hseb), Salt Lake City, UT
BD 572	HSC Multipurpose Bldg Project (never built)	On Site Of Bldg 575 (hseb), Salt Lake City, UT
BD 690	St. Mark's Hospital Clinics (now Bldg #490)	1200 E 3900 S, Salt Lake City, UT 84120
BD 701	University Student Apts Tower 1	60 S 2030 E, Salt Lake City, UT 84108
BD 702	University Student Apts Tower 2	90 S 2030 E, Salt Lake City, UT 84108
BD 706	Univ. Student Apts Townhouses 3	70 S 2030 E, Salt Lake City, UT 84108
BD 707	Univ. Student Apts Townhouses 2	80 S 2030 E, Salt Lake City, UT 84108
BD 720	Univ. Student Apts Maintenance Fac	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 721	University Student Apts Office	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 722	University Student Apts Storage	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 723	University Village West 100A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 724	University Village West 100B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 725	University Village West 100C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 726	University Village West 200A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 727	University Village West 200B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 728	University Village West 200C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 729	University Village West 200D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 730	University Village West 300A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 731	University Village West 300B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 732	University Village West 300C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 733	University Village West 300D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 734	University Village West 400A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 735	University Village West 400B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 736	University Village West 400C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 737	University Village West 400D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 738	University Village West 500A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 739	University Village West 500B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 740	University Village West 500C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 741	University Village West 500D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 742	University Village West 600A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 743	University Village West 600B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 744	University Village West 600C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 745	University Village West 600D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 746	University Village West 700A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 747	University Village West 700B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 748	University Village West 700C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 749	University Village West 100D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 750	University Village West 800A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 751	University Village West 800B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 752	University Village West 800C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 753	University Village West 900A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 754	University Village West 900B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 755	University Village West 900C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 756	University Village West 900D	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 757	University Village West 1000A	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 758	University Village West 1000B	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 759	University Village West 1000C	1945 Sunnyside Ave, Salt Lake City, UT 84108
BD 761	University Village East 1100A	750 Arapeen, Salt Lake City, UT 84108
BD 762	University Village East 1100B	750 Arapeen, Salt Lake City, UT 84108
BD 763	University Village East 1100C	750 Arapeen, Salt Lake City, UT 84108
BD 764	University Village East 1100D	750 Arapeen, Salt Lake City, UT 84108
BD 765	University Village East 1200A	750 Arapeen, Salt Lake City, UT 84108
BD 766	University Village East 1200B	750 Arapeen, Salt Lake City, UT 84108
BD 767	University Village East 1300A	750 Arapeen, Salt Lake City, UT 84108
BD 768	University Village East 1300B	750 Arapeen, Salt Lake City, UT 84108
BD 769	University Village East 1400A	750 Arapeen, Salt Lake City, UT 84108
BD 770	University Village East 1400B	750 Arapeen, Salt Lake City, UT 84108
BD 771	University Village East 1400C	750 Arapeen, Salt Lake City, UT 84108
BD 772	University Village East 1400D	750 Arapeen, Salt Lake City, UT 84108
BD 773	University Village East 1500A	750 Arapeen, Salt Lake City, UT 84108
BD 774	University Village East 1500B	750 Arapeen, Salt Lake City, UT 84108
BD 901	UUHN - Greenwood Center	7495 S State, Midvale, UT 84047-2095
BD 902	UUHN - Parkway Center	145 W University Pkwy, Orem, UT 84058-7350
BD 903	UUHN - Westridge Center	3730 W 4700 S, West Valley City, UT 84118
BD 905	UUHN - Mt. Odgen Center	1890 S 1350 W, Ogden, UT 84401
BD 906	UUHN - Administration Building	2589 S Main, Salt Lake City, UT 84115
BD 907	UUHN - Offices	35 W Broadway, Salt Lake City, UT 84101-2004
BD 908	UUHN - Stansbury Medical Center	220 Millpond Rd, Tooele, UT 84074
BD 909	UUHN - Rocky Mt. Medical Center	2500 S State, Salt Lake City, UT 84115
BD 914	UUHN - Holladay Center	1151 E 3900 S, Salt Lake City, UT 84124-1216
BD 915	UUHN - Davis Center	1492 W Antelope Drive, Layton, UT 84041
BD 916	UUHN - Redstone Center	1743 W Redstone Ctr Dr, Park City, UT 84098
BD 918	Centerville Health Center	26 S Main, Centerville, UT 84014
BD 933	Football Team Storage Unit 1	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 934	Football Team Storage Trailer	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 935	Football Team Storage Unit 2	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 936	Athletics Storage	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 937	Athletics Storage	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 938	Parking Services Storage Unit 1	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 939	Parking Services Storage Unit 2	Off Guardsman Way W. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 941	Storage Unit	Off Guardsman Way Sw. Of Spence Eccles Field House, Salt Lake City, UT 84112
BD 942	Band Storage	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 943	Sundance Children's Theater Storage	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 944	Parking Services Temporary Office 1	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 945	Parking Services Temporary Office 2	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 946	Parking Services Temporary Office 3	Off Guardsman Way W. Of Bldg 213 Libr. Stor, Salt Lake City, UT 84112
BD 950	North Trailer	61 N 1900 E, Salt Lake City, UT 84112
BD 951	South Trailer	55 N 1900 E, Salt Lake City, UT 84112
BD 952	AirMed Hangar Base Park City	7867 Silver Gate Drive, Park City, UT 84098
BD 953	Trailer	51 N 1900 E, Salt Lake City, UT 84112
BD 954	Moran Trailer	135 N Medical Dr E, Salt Lake City, UT 84112
BD 955	Temp Helipad Trailer 1	(lot 81 Hsc), Salt Lake City, UT 84112
BD 956	HCH Pathology Trailer	2000 Circle Of Hope, Salt Lake City, UT 84112
BD 957	Temp Helipad Trailer 2	(lot 81 Hsc), Salt Lake City, UT 84112
BD1001	Brooks Arcade	300 S State, Salt Lake City, UT 84111-2303
BDD904	UUHN - Redwood Center	1525 W 2100 S, Salt Lake City, UT 84119
BDG696	Building 696 (demolished)	800 N 350 W, Salt Lake City, UT 84103
BEH S	Social & Behavioral Sciences	380 S 1530 E, Salt Lake City, UT 84112
BIKE	Campus Bike Shop	413 Campus Ctr. Dr., Salt Lake City, UT 84112
BIOL	Biology Building	257 S 1400 E, Salt Lake City, UT 84112
BIOL S	Biology Growth Site	2090 E Pollock Rd, Salt Lake City, UT 84112
BLD376	Frazier nee State Dept of Health, North	Salt Lake City
BLDG 3506	State of Utah Center at Academy Sq	950 East 25th Street, Ogden, UT 84401
BLDG 3536	SL Regional Building 2	168 North 1950 West, Salt Lake City, UT 84116
BLDG 72	Building 72	332 S 1400 E, Salt Lake City, UT 84112
BLG GR	Buildings & Grounds	1755 E S Campus Dr, Salt Lake City, UT 84112
BP 820	Benchmark Plaza 820	2135 Red Butte Rd, Salt Lake City, UT 84113
BP 821	Benchmark Plaza 821	2141 Red Butte Rd, Salt Lake City, UT 84113
BP 822	Housing and Residential Living BP 822	2131 Red Butte Rd, Salt Lake City, UT 84113
BPRB	Biomedical Polymers Research Building	20 S 2030 E, Salt Lake City, UT 84112
BRIDGE	George S. Eccles 2002 Legacy Bridge	228 S Mario Capecchi Drive, Salt Lake City, UT 84112
BTS	Biology/Theatre Storage	305 S 1400 E, Salt Lake City, UT 84112
BU C	Business Classroom Building	1635 Campus Ctr Dr, Salt Lake City, UT 84112
BUS 1	Bus Shelter #1 ("HPER stop")	1745 E Central Campus Dr, Salt Lake City, UT 84112
BUS 10	Bus Shelter #10 (SE from FAMB)	1670 E Central Campus Dr, Salt Lake City, UT 84112
BUS 11	Bus Shelter #11 (SE corner Pres Cir)	225 University St, Salt Lake City, UT 84112
BUS 12	Bus Shelter #12 ("Ozone Stop")	13 South Wasatch Dr, Salt Lake City, UT 84112
BUS 13	Bus Shelter #13 ("Med Ctr. Trax Stop")	1 Mario Capecchi Dr, Salt Lake City, UT 84132
BUS 15	Bus Shelter #15 Arapeen Stop	699 Arapeen Dr, Salt Lake City, UT 84108
BUS 16	Bus Shelter #16 "Ortho Stop"	560 Wakara Way, Salt Lake City, UT 84108
BUS 2	Bus Shelter #2 ("Huntsman stop")	1801 E. S. Campus Dr., Salt Lake City, UT 84112
BUS 3	Bus Shelter #3 ("S. Campus/LDS stop")	1802 E., S. Campus Dr., Salt Lake City, UT 84112
BUS 4	Bus Shelter #4 ("PCMC stop")	71 Mario Capecchi Drive, Salt Lake City, UT 84112
BUS 5	Bus Shelter #5 ("Kennecott stop")	94 S N Campus Dr, Salt Lake City, UT 84112
BUS 6	Bus Shelter #6  (Reserved for a future "Sutton stop) removed	1515 E 100 S, Salt Lake City, UT 84112
BUS 7	Bus Shelter #7 LAW stop	1395 E S Campus Dr, Salt Lake City, UT 84112
BUS 8	Bus Shelter #8 ("Social Work stop")	1545 E S Campus Dr, Salt Lake City, UT 84112
BUS 9	Bus Shelter #9 (across street from Soc Wk)	1540 E S Campus Dr, Salt Lake City, UT 84112
C HALL	Carlson Hall (Demolished 2013)	380 S 1400 E, Salt Lake City, UT 84112
CAULD	Olympic Cauldron	1485 E 500 S, Salt Lake City, UT 84112
CC 760	Univ Village West Comm Center	1945 Sunnyside Ave, Salt Lake City, UT 84108
CC 775	Univ Village East Comm Center	1601 University Village East, Salt Lake City, UT 84108
CFC	Spence Clark Football Center	475 S 1400 E, Salt Lake City, UT 84112
CG 802	Chapel Glen 802	90 Connor Rd, Salt Lake City, UT 84113
CG 803	Chapel Glen 803	80 Connor Rd, Salt Lake City, UT 84113
CG 804	Chapel Glen 804	102 Connor Rd, Salt Lake City, UT 84113
CHCTR	The Children's Center	1855 E Medical Dr, Salt Lake City, UT 84132
CITY CB	City Centre Building	175 E 400 S, Salt Lake City, UT 84111-2327
CMC	Comparative Medicine Center	50 N 2030 E, Salt Lake City, UT 84112
CME	Civil and Materials Engineering	122 Central Campus Dr, Salt Lake City, UT 84112
CNB	Annette Poulson Cumming College of Nursing Building	10 S 2000 E, Salt Lake City, UT 84112
CNC	Clinical Neurosciences Building	175 N Medical Dr E, Salt Lake City, UT 84132
CPG	Central Garage	1700 Campus Center Drive, Salt Lake City, UT 84112
CRCC	C. Roland Christensen Center	1637 Campus Ctr Dr, Salt Lake City, UT 84112
CSBB	Commuter Services Bike Barn	318 S 1850 E, Salt Lake City, UT 84112
CSC	The Gary L. and Ann T. Crocker Science Center at the George Thomas Building	1390 Presidents Circle, Salt Lake City, UT 84112
CSFOB	Commuter Services Field Operations Building	311 Fort Douglas Blvd, Salt Lake City, UT 84113
CTIHB	Carolyn Tanner Irish Humanities Building	215 Central Campus Dr, Salt Lake City, UT 84112
CVC	Walter P. Cottam Visitor Center	300 Wakara Way, Salt Lake City, UT 84108
CVMB	CVMB Research (demolished 1998)	Salt Lake City, UT 84112
CVRTI	Nora Eccles and Richard A. Harrison Building	95 S 2000 E, Salt Lake City, UT 84112
DDB	Ezekiel R. & Edna Wattis Dumke Building	85 N Medical Dr E, Salt Lake City, UT 84112
DEEPWELL1	Deep Well #1 (Stad Parking)	498 S 1350 East, Salt Lake City, UT 84112
DFSS	Dumke Family Softball Stadium	66 South Wasatch Drive, Salt Lake City, UT 84112
DGC	Dumke Gymnastics Center	230 S 1850 E, Salt Lake City, UT 84112
DGH	David P. Gardner Hall	1375 Presidents Cir, Salt Lake City, UT 84112
DHOC	Kay and Zeke Dumke, Jr. Horticultural Operations Center	2190 East Red Butte Canyon Road, Salt Lake City, UT 84113
DHPEB	Dr. Ezekiel R. and Edna Wattis Dumke Health Professions Building	520 Wakara Way, Salt Lake City, UT 84108
DUG SE	Dugway Seismograph	Salt Lake City, UT 84022
DUGOUT	Baseball Dugouts	733 Guardsman Way, Salt Lake City, UT 84108
E LIB	Spencer S. Eccles Health Sciences Library	21 N 2000 E, Salt Lake City, UT 84112
EBC	Dolores Dore Eccles Broadcast Center	101 Wasatch Dr, Salt Lake City, UT 84112
ECCLES	Spencer S. Eccles Health Sciences Library (now 589)	10 N 1900 E, Salt Lake City, UT 84112
ECCP	George S. and Dolores Dore Eccles Critical Care Pavilion	50 N Medical Dr, Salt Lake City, UT 84132
ECP	East Campus Chiller/HTW Plant	20 S Medical Dr E, Salt Lake City, UT 84112
ED RES	Education Research Bldg (demolished in 1999)	1703 E S Campus Dr, Salt Lake City, UT 84112
EEJMRB	Emma Eccles Jones Medical Research Building	15 N Medical Dr E, Salt Lake City, UT 84112
EH	Eccles House	1525 Penrose Dr, Salt Lake City, UT 84103
EHSEB	Spencer F. and Cleone P. Eccles Health Sciences Education Building	25 S 2000 E, Salt Lake City, UT 84112
EIHG	George and Dolores Eccles Institute of Human  Genetics	15 N 2030 E, Salt Lake City, UT 84112
ELV8	Elevate on 5th	343 S. 500 East, Salt Lake City, UT
EPCOS	Eccles Primary Children's Outpatient Services Building	81 North Mario Capecchi Drive, Salt Lake City, UT 84113
EPCOS2	Reserved - PCMC Amb Phase II	111 North Mario Capecchi Dr
EQUIP	Red Butte Equipment Building	2190 Red Butte Canyon Road, Salt Lake City, UT 84112
ERTL	Environmental Rad Tox Lab	1771 S 900 W, Salt Lake City, UT
ESB	Experimental Studies Building	160 Central Campus Dr, Salt Lake City, UT 84112
ESS M	Electrical Substation Medical	1845 E N Campus Dr, Salt Lake City, UT 84112
ESS RB	Electrical Substation Red Butte	2130 Pollock Rd, Salt Lake City, UT 84112
ESS S	Electrical Substation Stadium	435 S 1500 E, Salt Lake City, UT 84112
FAMB	Francis Armstrong Madsen Building (Demolished 2009)	1655 Campus Ctr Dr, Salt Lake City, UT 84112
FASB	Frederick Albert Sutton Building	115 S 1460 E, Salt Lake City, UT 84112-0102
FAW	Fine Arts West	274 S University St, Salt Lake City, UT 84102
FD 601	Fort Douglas Duplex	75 Fort Douglas Blvd, Salt Lake City, UT 84113
FD 602	Fort Douglas Duplex	85 Fort Douglas Blvd, Salt Lake City, UT 84113
FD 603	Center for Community & Cultural Engagement	95 Fort Douglas Blvd, Salt Lake City, UT 84113
